occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,order,family,genus,taxon_environment,life_habit,diet,museum,collection_no,early_interval,late_interval,time_bins,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,environment,tectonic_setting,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,spatial_resolution,preservation_comments,collection_type,collection_methods,collectors,collection_dates,collection_comments,taxonomy_comments,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
1639001,body,,,,,Amphibia,Temnospondyli,Cyclotosauridae,Cyclotosaurus,"brackish,freshwater,terrestrial",amphibious,piscivore,,138101,Ladinian,,Ladinian,242.0,237.0,239.5,5.0,11.628611,51.088055,,DE,Thuringia,,Trochitenkalk,Muschelkalk,,,Cyclotosaurus,,genus,37095.0,Capitosaurus sp.,genus,97013.0,nomen dubium,Lang and Huene,1952.0,64450.0,"Krahenhiitte quarry, Bad Sulza",,,estimated from map,seconds,small collection,"Krahenhiitte quarry in Bad Suiza, Thuringia, which has produced a number of fairly well-preserved skulls of Nothosaurus (and postcranial remains)",gplates,305,mid,28.82,31.0,scotese,305,mid,17.98,17.67,seton,not computable using this model,,,,DE,,,"Upper Muschelkalk (mo1 and mo2)\r\nThe fossils of Bad Suiza are generally labeled as coming from mo2 , but more probably come from the lower upper Muschelkalk (Trochitenkalk, mo1, H. Hagdorn, in lit. 7 Dec. 1994).",,not reported,,,,marine indet.,,macrofossils,,,,,,,taxonomic,mechanical,,,Kept at the Naturkundemuseum Erfurt,,phosphatic,,,,,,
1639000,body,,,1.0,individuals,Amphibia,Temnospondyli,Trematosauridae,Trematosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,232276,Buntsandstein,,-,259.51,251.902,255.706,7.608,11.169,50.084,,DE,Bavaria,,,Buntsandstein,,,Trematosaurus brauni,,species,248613.0,Trematosaurus n. sp. fuchsi,species,248612.0,subjective synonym of,Lang and Huene,1952.0,64450.0,Altendorf quarry,,,based on nearby landmark,3,small collection,"quarry in Altendorf, near Kahla",gplates,305,mid,30.04,22.31,scotese,305,mid,24.25,14.56,seton,not computable using this model,,,,DE,,bed,"""near the Chirotherium horizon""",,sandstone,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,"selective quarrying,field collection",A. Fuchs,1913,,,phosphatic,,,,,,
1626336,body,,,,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Funcusvermis,"brackish,freshwater,terrestrial",amphibious,carnivore,,215309,Norian,,Norian,227.0,208.5,217.75,18.5,-109.780624,35.022709,PEFO 43891 - holotype,US,Arizona,,Chinle,,Blue Mesa,,Funcusvermis gilmorei,,species,471966.0,n. gen. Funcusvermis n. sp. gilmorei,species,471966.0,,Kligman et al.,2023.0,84742.0,Thunderstorm Ridge (PFV 456),,PEFO,based on nearby landmark,6,small collection,"PFV 456, Thunderstorm Ridge, in Petrified Forest National Park, Arizona",gplates,101,mid,-37.58,10.51,scotese,133,mid,-52.39,10.58,seton,not computable using this model,,,,US,,,"Upper part of the Blue Mesa Member, Chinle Formation (Late Triassic: Norian), 223.036 Â± 0.059 Ma to 220.123 Â± 0.068 Ma (approx. 221 Ma; Ramezani et al. 2014, Atchley et al. 2014) ",,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1598132,mold/impression,,,1.0,specimens,Amphibia,Temnospondyli,Zatracheidae,Chemnitzion,"brackish,freshwater,terrestrial",amphibious,carnivore,,153497,Sakmarian,Artinskian,-,293.52,283.5,288.51,10.02,12.94616,50.852619,"Holotype: MNfC-TA0949a, b; articulated skeleton, without shoulder girdle and tail region (discovered by the former pupil Marcel HÃ¼bner in 2010)",DE,,,Leukersdorf,,Zeisigwald Tuff,,Chemnitzion richteri,,species,458213.0,n. gen. Chemnitzion n. sp. richteri,species,458213.0,,Werneburg et al.,2022.0,81817.0,Chemnitz petrified forest (Chemnitz-Hilbersdorf),,,stated in text,5,outcrop,,gplates,305,mid,23.1,7.8,scotese,305,mid,23.09,8.64,seton,not computable using this model,,,,DE,,bed,"Trigonotarbid from near the base of unit S5 sensu RÃ¶Ãler et al. (2012), the lowermost deposit of the Zeisigwald Tuff horizon. Scorpions from S6.7, upper unit of underlying paleosol (interpreted as preserved in burrows). Radiometric dating of the Artinskian GSSP gives an interpolated age of about 290.2-290.1 Ma (Schmitz & Davydov, 2012), so the Chemitz ash bed is perhaps latest Sakmarian, although the uncertainty also allows an early Artinskian age. ","Purple-red matrix of a weakly horizontally-bedded and moderately sorted fine to medium-grained ash tuff. The pyroclastic material is nonwelded, rich in alterated blocky shards and composed of several normal-graded units. Light grey to green mottling frequently occurs in the vicinity of organic inclusions.",tuff,"fine,medium,red",lithified,,dry floodplain,,macrofossils,,,,,,,taxonomic,,,,Repository: Museum fÃ¼r Naturkunde Chemnitz,,phosphatic,,,,,,
1589314,body,,,4.0,specimens,Amphibia,Temnospondyli,Metoposauridae,Anaschisma,"brackish,freshwater,terrestrial",amphibious,carnivore,NMMNH,80926,Norian,,Norian,227.0,208.5,217.75,18.5,-106.6241,36.2118,"NMMNH P-44861, 44810, 44809, 44807",US,New Mexico,Rio Arriba,Petrified Forest,Chinle,Mesa Montosa,,Anaschisma,,genus,64933.0,cf. Buettneria sp.,genus,53043.0,subjective synonym of,Zeigler et al.,2005.0,80962.0,"Coyote Amphitheater, NMMNH L-911",,,stated in text,4,local area,"Coyote Amphitheater; NW 1/4, sec 21, T23N, R3E",gplates,101,mid,-34.79,11.18,scotese,133,mid,-49.61,11.33,seton,not computable using this model,,,,US,FED,bed,,"""Siltstone and conglomerate: siltstone is moderate brown (5 YR 4/4), very calcareous and ripple laminar; conglomerate is brownish gray (5 Y$ 4/1) with clasts of mudstone and siltstone up to 1 cm in diameter...""",siltstone,"""cross stratification"",brown",,calcareous,terrestrial indet.,,macrofossils,,,,,,,taxonomic,field collection,,,,,phosphatic,,,,,,
1584331,body,,,,,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Archegosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,223630,Autunian,,-,298.9,283.5,291.2,15.4,7.9975,49.238201,,DE,Saarland,Lebach/Saar,Humberg Black Shale,,,,Archegosaurus decheni,,species,255841.0,Archegosaurus decheni,species,255841.0,,Witzmann,2005.0,78650.0,Lebach,,,based on nearby landmark,4,,"Lebach near Saarbrucken, between Rummelbach and Gresaubach, Lebach/Saar, Saarland",gplates,305,mid,20.06,4.71,scotese,305,mid,18.45,2.75,seton,not computable using this model,,,,DE,,,,,"""shale""","planar lamination,fine,sideritic,black",lithified,carbonaceous,marine indet.,,macrofossils,,,,,,,general faunal/floral,,,,,,phosphatic,,,,,,
1578935,body,good,,,,Amphibia,Temnospondyli,Metoposauridae,Apachesaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,92811,Norian,,Norian,227.0,208.5,217.75,18.5,-109.834099,35.110901,,US,Arizona,Apache,Chinle,,Petrified Forest,,Apachesaurus gregorii,,species,69036.0,Apachesaurus gregorii,species,69036.0,,Loughney et al.,2011.0,78440.0,"Zuni Well Mound, PFV 215",,PEFO,based on nearby landmark,4,,"Coordinates based on the nearby ""Giving Site, PFV 231""",gplates,101,mid,-37.61,10.6,scotese,133,mid,-52.42,10.67,seton,not computable using this model,,,,US,NPS,bed,"""Approximately 54 meters below a prominent tuffaceous sandstone bed known as the Black Forest Bed. Riggs et al. (2003) have determined a maximum age for this bed, and thus a minimum age for the quarries, of 213 +/- 1.7 based on U-Pb ages of detrital zircons.""","""in gray (N/5) claystone and variegated red (10R 3/1), purple (10R 5/2), and gray (N/5) clayey siltstone...Bones at the site primarily come from the gray (N/5) claystone layer that disconformably overlies the IHS deposits. The horizon bears abundant fine filled cracks, moderate to strong prismatic structure, slickensides, and pseudoanticlines (Fig. 8A). Thin sections from this horizon reveal well-developed striated b-fabric formed during alternating shrinking and swelling of the soil. Ped interiors are depleted in iron and manganese, whereas ped exteriors have accumulated ferric iron and manganese (III); this pattern develops during fluctuation of the water table. This claystone layer grades upward into variegated red (10R 3/1), purple (10R 5/2), and gray (N/5) clayey siltstone at the top of the exposure, upon which gastropod and bivalve shells can be found. This layer contains light greenish gray (5GY 7/1) mottles and numerous carbonate nodules (1.0â5.0 cm). Cracks filled with sandy and silty material are evident in thin section, but no b-fabric has developed, showing that this layer was not altered by pedoturbation. No rhizoliths or burrows were observed in this layer, suggesting that sediment was deposited rapidly.""","""siliciclastic""","desiccation cracks,paleosol/pedogenic,gray",,,fine channel fill,,macrofossils,,,,,,,taxonomic,"selective quarrying,field collection",,,"PEFO: Petrified Forest National Park, Arizona",,phosphatic,,,,,,
1576261,body,,,,,Amphibia,Temnospondyli,Metoposauridae,Dutuitosaurus,"brackish,freshwater,terrestrial",amphibious,carnivore,,222690,Carnian,,Carnian,237.0,227.0,232.0,10.0,-8.9333,31.0667,,MA,Marrakech-Safi,,Timezgadiouine,Argana,,,Dutuitosaurus ouazzoui,,species,64936.0,Metoposaurus ouazzoui,species,64936.0,recombined as,Jalil,1996.0,78371.0,"Locality XIII, Azarifen",,Argana Basin,based on nearby landmark,4,small collection,"Locality XIII, near village of Azarifen (Lambert coordinates 161â458), IGN map of Argana",gplates,707,mid,3.21,16.96,scotese,707,mid,-5.27,7.62,seton,not computable using this model,,,,MA,,bed,from base of T5 level,,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,general faunal/floral,survey of museum collection,Dutuit,,,,phosphatic,,,,,,
1576259,body,medium,,15.0,specimens,Amphibia,Temnospondyli,Metoposauridae,Metoposaurus,"brackish,freshwater,terrestrial",amphibious,piscivore,MNHN,58618,Carnian,,Carnian,237.0,227.0,232.0,10.0,-9.0076,31.026199,"XVI/1/66 to XV1/9/66, XVI/15/66 to XVI/20/66",MA,Marrakech-Safi,,Timezgadiouine,Argana,Irohalene,Otischalkian,Metoposaurus,,genus,37164.0,Metoposaurus lyazidi,species,37164.0,species not entered,Jalil,1996.0,78371.0,"Locality XVI, Azendoh",,Alma,estimated from map,4,outcrop,"between Agadir and Marrakech in the western High Atlas, about 15 km SW of Imi n'Tanoute, 1.5 km E of village of Azendoh, near village of Alma (coordinates 161.4â457.3). Includes sublocalities XVI 1, 2, and 3.",gplates,707,mid,3.13,16.96,scotese,707,mid,-5.35,7.61,seton,not computable using this model,,,,MA,,bed,from base of T5 level; suggested to be a correlative of the Otischalkian and Sanfordian LVFs by Lucas (1998) and suggested to be Ischigualastian by Langer et al. (2010). PJW: Lucas (2018) puts this in the Otischalkian.,,sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,field collection,J.-M. Dutuit,1965,,,phosphatic,,,,,,
1576258,body,,,1.0,individuals,Amphibia,Temnospondyli,Metoposauridae,Metoposaurus,"brackish,freshwater,terrestrial",amphibious,piscivore,MNHN,222689,Carnian,,Carnian,237.0,227.0,232.0,10.0,-9.0076,31.026199,XV/1/65,MA,Marrakech-Safi,,Timezgadiouine,Argana,Irohalene,Otischalkian,Metoposaurus azerouali,,species,391808.0,Metoposaurus azerouali,species,391808.0,,Jalil,1996.0,78371.0,Locality XV (Argana Basin),,,estimated from map,4,outcrop,"between Agadir and Marrakech in the western High Atlas, about 15 km SW of Imi n'Tanoute, 1.5 km E of village of Azendoh",gplates,707,mid,3.13,16.96,scotese,707,mid,-5.35,7.61,seton,not computable using this model,,,,MA,,bed,from top of T5 level; suggested to be a correlative of the Otischalkian and Sanfordian LVFs by Lucas (1998) and suggested to be Ischigualastian by Langer et al. (2010). PJW: Lucas (2018) puts this in the Otischalkian.,,not reported,,,,terrestrial indet.,,macrofossils,,,,,,,general faunal/floral,"field collection,survey of museum collection",J.-M. Dutuit,1965,,,phosphatic,,,,,,
1567399,body,,,1.0,specimens,Amphibia,Temnospondyli,NO_FAMILY_SPECIFIED,Sclerocephalus,"brackish,freshwater,terrestrial",amphibious,carnivore,,221393,Gzhelian,Asselian,-,303.7,293.52,298.61,10.18,7.555727,49.65683,"Holotype: GZG.V 7998 - Nearly complete skull (18.5 cm skull length), anterior axial skeleton, pectoral girdle, left humerus, and proximal head of ulna.",DE,Saarland,,Quirnbach,,,,Sclerocephalus concordiae,,species,440561.0,Sclerocephalus n. sp. concordiae,species,440561.0,,Schoch and Sobral,2021.0,77535.0,Concordia pit,,,based on nearby landmark,6,small collection,"""Concordia pit, Sankt Wendel, Saarland, southwest Germany (Boy et al., 2012)"". ""Following Boy (1987), the type locality of the new taxon was a clay pit (brickyard âConcordiaâ). In the late nineteenth and early twentieth centuries, dark mudstones were quarried there for the production of tiles."" - Schoch & Sobral (2021)",gplates,315,mid,19.52,4.8,scotese,315,mid,17.9,2.17,seton,not computable using this model,,,,DE,,bed,"""Quirnbach Formation (Q1, lower part)"". ""GzhelianâAsselian boundary, (upper Carboniferousâlower Permian interval)"" - Schoch & Sobral (2021)","""locally developed reddish-brown limestone horizon in mudstone sequence (Boy, 1987)"" - Schoch & Sobral (2021)","""limestone""","brown,red",,,terrestrial indet.,,macrofossils,,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567394,body,,,,,Amphibia,Temnospondyli,Trematopidae,Acheloma,"brackish,freshwater,terrestrial",ground dwelling,carnivore,,221392,Permian,,-,298.9,251.902,275.401,46.998,-98.885002,34.535,occurrences are near the Lake Frederick site,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Acheloma,,genus,37048.0,Acheloma sp.,genus,37048.0,,Zidek et al.,2003.0,77534.0,Lake Frederick site OMNH V247; table 1,,,based on nearby landmark,seconds,,,gplates,101,mid,-28.3,2.29,scotese,101,mid,-27.38,4.1,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567393,body,,,,,Amphibia,Temnospondyli,Eryopidae,Eryops,"brackish,freshwater,terrestrial",amphibious,carnivore,,221392,Permian,,-,298.9,251.902,275.401,46.998,-98.885002,34.535,occurrences are near the Lake Frederick site,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Eryops megacephalus,,species,70397.0,Eryops megacephalus,species,70397.0,,Zidek et al.,2003.0,77534.0,Lake Frederick site OMNH V247; table 1,,,based on nearby landmark,seconds,,,gplates,101,mid,-28.3,2.29,scotese,101,mid,-27.38,4.1,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567392,body,,,,,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,221392,Permian,,-,298.9,251.902,275.401,46.998,-98.885002,34.535,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Trimerorhachis insignis,,species,90711.0,Trimerorhachis insignis,species,90711.0,,Zidek et al.,2003.0,77534.0,Lake Frederick site OMNH V247; table 1,,,based on nearby landmark,seconds,,,gplates,101,mid,-28.3,2.29,scotese,101,mid,-27.38,4.1,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567371,body,,,,,Amphibia,Temnospondyli,Trematopidae,Acheloma,"brackish,freshwater,terrestrial",ground dwelling,carnivore,,221391,Permian,,-,298.9,251.902,275.401,46.998,-98.850555,34.576389,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Acheloma,,genus,37048.0,Acheloma sp.,genus,37048.0,,Zidek et al.,2003.0,77534.0,"NE Lake Frederick site OMNH V173, table 1",,,based on nearby landmark,seconds,,,gplates,101,mid,-28.25,2.31,scotese,101,mid,-27.33,4.13,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone\r\nfossil from 30 cm above lower sandstone, in non-calcareous sitly clay, which is dark yellowish-brownish-black (when damp), mottled dark yellowish-orange, brownish-black, andreddish brown",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567370,body,,,,,Amphibia,Temnospondyli,Eryopidae,Eryops,"brackish,freshwater,terrestrial",amphibious,carnivore,,221391,Permian,,-,298.9,251.902,275.401,46.998,-98.850555,34.576389,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Eryops megacephalus,,species,70397.0,Eryops megacephalus,species,70397.0,,Zidek et al.,2003.0,77534.0,"NE Lake Frederick site OMNH V173, table 1",,,based on nearby landmark,seconds,,,gplates,101,mid,-28.25,2.31,scotese,101,mid,-27.33,4.13,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone\r\nfossil from 30 cm above lower sandstone, in non-calcareous sitly clay, which is dark yellowish-brownish-black (when damp), mottled dark yellowish-orange, brownish-black, andreddish brown",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567369,body,,,,,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,221391,Permian,,-,298.9,251.902,275.401,46.998,-98.850555,34.576389,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Trimerorhachis insignis,,species,90711.0,Trimerorhachis insignis,species,90711.0,,Zidek et al.,2003.0,77534.0,"NE Lake Frederick site OMNH V173, table 1",,,based on nearby landmark,seconds,,,gplates,101,mid,-28.25,2.31,scotese,101,mid,-27.33,4.13,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone\r\nfossil from 30 cm above lower sandstone, in non-calcareous sitly clay, which is dark yellowish-brownish-black (when damp), mottled dark yellowish-orange, brownish-black, andreddish brown",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567353,body,,,,,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,221390,Permian,,-,298.9,251.902,275.401,46.998,-98.885002,34.535,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Trimerorhachis,,genus,36991.0,Trimerorhachis sp.,genus,36991.0,,Zidek et al.,2003.0,77534.0,Lake Frederick site OMNH V247; lower sandstone,,,based on nearby landmark,seconds,,,gplates,101,mid,-28.3,2.29,scotese,101,mid,-27.38,4.1,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone\r\n15-20 cm thick, devided into upper and lower layers by 1-2 cm of silty clay",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1567343,body,,,,,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,221389,Permian,,-,298.9,251.902,275.401,46.998,-98.885002,34.535,,US,Oklahoma,Tillman,Garber Sandstone,Sumner,,,Trimerorhachis,,genus,36991.0,Trimerorhachis sp.,genus,36991.0,,Zidek et al.,2003.0,77534.0,"Lake Frederick site OMNH V247; upper sandstone, clay layer",,,based on nearby landmark,seconds,,,gplates,101,mid,-28.3,2.29,scotese,101,mid,-27.38,4.1,seton,not computable using this model,,,,US,,,upper part of Garber Sandstone Formation; early Permian,"49-64 m of reddish-brown, coarse-grained sandstone, reddish-brown to grayish mudstone conglomerates, and gray claystone\r\n15-20 cm thick, devided into upper and lower layers by 1-2 cm of silty clay",sandstone,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,,taxonomic,,,,,,phosphatic,,,,,,
1564214,body,,,,,Amphibia,Temnospondyli,Trimerorhachidae,Trimerorhachis,"brackish,freshwater,terrestrial",amphibious,carnivore,,220872,Artinskian,,Artinskian,290.1,283.5,286.8,6.6,-97.30278,36.304722,,US,Oklahoma,Noble,Wellington,Sumner,Billings Pool,,Trimerorhachis,,genus,36991.0,Trimerorhachis sp.,genus,36991.0,,May and Hall,2002.0,77200.0,"Kirby Quarry, OK, Unit 9",,(OMNH 1220),,seconds,,"quarry is in Noble County, north-central Oklahoma; quarry opens into a west-facing road cut with rock exposure extending east into a pasture\r\n(site data are available to qualified investigartors; Museum's Dept. of Vert. Paleontology)",gplates,101,mid,-27.73,0.45,scotese,101,mid,-27.27,1.41,seton,not computable using this model,,,,US,,,"10 Units investigated, only fossils from Unit 9 are reported; age: lower Permian, no exact information provided","blocky, fissile shale, pale olive with reddish brown intervals; contains vertebrate and plant fossils, most of which are rare and concentrated in the uppermost 114 cm; malachite, hematite, and limonite weather from the unit in the form of lenticular concentrations about 2-3 mm across","""shale""",,,,lacustrine indet.,,"macrofossils,mesofossils",,,,,,"bones are 3D with very little crushing, disarticulated and fragmentary",taxonomic,,,,,,phosphatic,,,,,,
1561169,body,good,,,,Amphibia,Temnospondyli,Amphibamidae,Micropholis,"brackish,freshwater,terrestrial",amphibious,carnivore,UWBM,220333,Early Triassic,,-,251.902,247.2,249.551,4.702,-175.5,-85.216667,"UWBM VP 118681, a block containing portions of four individuals",AA,,,Fremouw,Beacon,,,Micropholis stowi,,species,255226.0,Micropholis stowi,species,255226.0,,Gee and Sidor,2021.0,76958.0,Halfmoon Bluff (UWBM locality C2931),,,stated in text,seconds,small collection,"Coordinates: 85Â°13.279âS, 175Â°25.898âW. Note that evidence of excavation was found at this site in 2017, but it is unclear how C2931 relates to previous reports of fossils collected at Halfmoon Bluff in the literature (e.g., Colbert, 1987).",gplates,802,mid,20.29,-72.39,scotese,802,mid,72.87,-82.02,seton,not computable using this model,,,,AA,,formation,"Lower part of the Fremouw Formation, Early Triassic age",,not reported,,,,terrestrial indet.,,macrofossils,some,,skulls,,parautochthonous,,taxonomic,"selective quarrying,surface (in situ),field collection",,2017-18,,,phosphatic,,,,,,
