occurrence_no,pres_mode,preservation_quality,common_body_parts,abund_value,abund_unit,class,family,genus,taxon_environment,life_habit,diet,early_interval,late_interval,time_bins,museum,collection_no,age_max,age_min,age_median,age_uncer_range,lng,lat,environment,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_rank,ref_author,ref_pubyr,reference_no.x,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,protected,stratscale,localsection,localbed,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,collection_comments,taxonomy_comments
N44,NA,NA,"Two vertebral centra, three partial metatarsals, and five pedal phalanges (including two ungual phalanges)",NA,NA,Reptilia,Unaysauridae,Unaysaurus,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,UFSM,11712,227,208.5,217.75,18.5,-53.77,-29.7,NA,UFSM11712,BR,RS,?gua Negra,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N43,NA,NA,a nearly complete and articulated skeleton,NA,NA,Reptilia,Saturnaliidae,Buriolestes,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,CAPPA/UFSM,35,227,208.5,217.75,18.5,-53.77,-29.7,NA,CAPPA/UFSM0035,BR,RS,Buriol,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N42,NA,NA,cr�nio,NA,NA,Reptilia,Owenettidae,Candelaria,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Ladinian,NA,Ladinian,CAPPA/UFSM,225,242,237,239.5,5,-53.43,-29.66,NA,CAPPA/UFSM0225,BR,RS,-,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N41,NA,NA,a left femur,NA,NA,Reptilia,Saturnaliidae,Pampadromaeus,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,CAPPA/UFSM,28,227,208.5,217.75,18.5,-53.36,-30,NA,CAPPA/UFSM0028,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,genus,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N40,NA,NA,right femur,NA,NA,Reptilia,Proterochampsidae,Stenoscelida�,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,CAPPA/UFSM,293,227,208.5,217.75,18.5,-53.18,-29.73,NA,CAPPA/UFSM0293,BR,RS,V�rzea do Agudo,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N39,NA,NA,"partial and disarticulated skeleton, including right premaxilla and maxilla, one cervical vertebra, two trunk vertebrae, two sacral vertebrae with ribs, three caudal vertebrae, fragmented ribs, right scapula and coracoid, humeri, left ilium, left and right fragmentary pubes, right femur, right tibia, and left astragalus",NA,NA,Reptilia,Saturnaliidae,Buriolestes,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,CAPPA/UFSM,244,227,208.5,217.75,18.5,-52.69,-29.6,NA,CAPPA/UFSM0244,BR,RS,Piche,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N38,NA,NA,"a partial postcranial skeleton, consisting of three trunk vertebrae, two sacral vertebrae,
seven caudal vertebrae, a chevron, and pelvic and hind limb
bones from the right side of the body, including an ilium, femur,
partial tibia, fibula, metatarsals II and IV, and ungual and nonungual phalanges.",NA,NA,Reptilia,Theropoda,Nhandumirim,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,LPRP/USP,LPRP/USP 0651,227,208.5,217.75,18.5,-53.77,-29.7,NA,LPRP/USPLPRP/USP 0651,BR,RS,Cerrito,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N37,NA,NA,Skeleton including the natural cast of a mandibular ramus having teeth: some disarticulated truncal vertebrae: both sides of the shoulder girdle: right humerus: right side of the pelvic girdle: and most of the right posterior autopodium,NA,NA,Reptilia,Saturnaliidae,Saturnalia,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,MCP-PUCRS-,3845 PV,227,208.5,217.75,18.5,-53.77,-29.7,NA,MCP-PUCRS-3845 PV,BR,RS,Cerrito,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N36,NA,NA,Block containing articulated parts and some isolated elements that include the left metacarpal I,NA,NA,Reptilia,Guaibasauridae,Guaibasaurus,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,MCN-PV,10112,227,208.5,217.75,18.5,-53.77,-29.7,NA,MCN-PV10112,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N35,NA,NA,Articulated hind limb: including distal half of tibia and fibula: astragalus: calc: pair of distal tarals and complete foot plus a distal end of collected posterior tibia,NA,NA,Reptilia,Guaibasauridae,Guaibasaurus,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,MCN-PV,2356,227,208.5,217.75,18.5,-52.75,-29.77,NA,MCN-PV2356,BR,RS,Sesmaria do Pinhal 2,-,-,-,Dinodontosaurus,genus,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N34,NA,NA,partially articulated cranial elements and some disarticulated postcranial bones (some vertebral centra and one scapula),NA,NA,Reptilia,Gracilisuchidae,Maehary,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,CAPPA/UFSM,300,227,208.5,217.75,18.5,-53.83,-29.67,NA,CAPPA/UFSM0300,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N33,NA,NA,"Partial and disarticulated skull bones excavated in a small area of approximately 1 m including: left premaxilla, left jugal, left quadratojugal, right maxilla, right and left dentaries, left splenial, left surangular, left angular, and left articular. There are some postcranial elements, such as fragmentary vertebrae and indeterminate bones. The cranial material corresponds to a single individual due to the absence of duplicate elements and congruent size among each other based on comparisons with other rhynchosaurs",NA,NA,Reptilia,Rhynchosauridae,Teyumbaita,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,CAPPA/UFSM,399,227,208.5,217.75,18.5,-53.43,-29.66,NA,CAPPA/UFSM0399,BR,RS,-,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N32,NA,NA,-,NA,NA,Reptilia,Procolophonidae,Procolophon,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Olenekian,NA,Olenekian,UNIPAMPA,680,251.2,247.2,249.2,4,-53.8,-29.8,NA,UNIPAMPA0680,BR,RS,-,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N31,NA,NA,-,NA,NA,Reptilia,Procolophonidae,Procolophon,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Olenekian,NA,Olenekian,UNIPAMPA,55,251.2,247.2,249.2,4,-53.77,-29.7,NA,UNIPAMPA0055,BR,RS,-,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N30,NA,NA,-,NA,NA,Reptilia,Procolophonidae,Procolophon,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Olenekian,NA,Olenekian,MCN-PV,2722,251.2,247.2,249.2,4,-53.77,-29.7,NA,MCN-PV2722,BR,RS,Rinc?o dos Weiss,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N29,NA,NA,rigth partial skull (large),NA,NA,Reptilia,Procolophonidae,Procolophon,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Olenekian,NA,Olenekian,UFRGS-PV-,0494 T,251.2,247.2,249.2,4,-53.77,-29.7,NA,UFRGS-PV-0494 T,BR,RS,Rinc?o dos Weiss,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N28,NA,NA,"partial skull, right mandible, left humerus, partial left scapulocoracoid, ribs, clavicle, one ungual phalanx, interclavicle, vertebrae and osteoderms",NA,NA,Reptilia,Pareiasauridae,Provelosaurus,terrestrial,"ground dwelling, solitary",herbivore,Wordian,NA,Wordian,UFRGS-PV-,0359 P,266.9,264.3,265.6,2.6,-53.77,-29.7,NA,UFRGS-PV-0359 P,BR,RS,Minuano,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N27,NA,NA,scapulocoracoid and a partial rib of a juvenile individual,NA,NA,Reptilia,Pareiasauridae,Provelosaurus,terrestrial,"ground dwelling, solitary",herbivore,Wordian,NA,Wordian,UFRGS-PV-,0376 P,266.9,264.3,265.6,2.6,-52.75,-29.77,NA,UFRGS-PV-0376 P,BR,RS,-,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N26,NA,NA,partial skull,NA,NA,Reptilia,Pareiasauridae,Provelosaurus,terrestrial,"ground dwelling, solitary",herbivore,Wordian,NA,Wordian,UFRGS-PV-,0358 P,266.9,264.3,265.6,2.6,-52.85,-29.69,NA,UFRGS-PV-0358 P,BR,RS,-,Caturrita,Ros�rio do Sul,Alemoa,Riograndia,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N25,NA,NA,pelvic girdle of a juvenile individual,NA,NA,Reptilia,Pareiasauridae,Provelosaurus,terrestrial,"ground dwelling, solitary",herbivore,Wordian,NA,Wordian,UFRGS-PV-,0232 P (paratype),266.9,264.3,265.6,2.6,-54.16,-29.84,NA,UFRGS-PV-0232 P (paratype),BR,RS,-,Rio do Rasto,Passa Dois,-,Provelosaurus,genus,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N24,NA,NA,-,NA,NA,Reptilia,Saturnaliidae,Buriolestes,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,ULBRA,280 (holotype),227,208.5,217.75,18.5,-53.43,-29.66,NA,ULBRA280 (holotype),BR,RS,Buriol,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N23,NA,NA,"Partially articulated skeleton
including skull roof, braincase, 23 pre-sacral, two sacral, and
nine tail vertebrae, right scapula, left humerus, paired pelvic
girdle, femur, tibia, and fibula ",NA,NA,Reptilia,Lagerpetidae,Ixalerpeton,terrestrial,"ground dwelling, solitary",NA,Norian,NA,Norian,ULBRA,59,227,208.5,217.75,18.5,-53.43,-29.66,NA,ULBRA059,BR,RS,Buriol,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N22,NA,NA,esqueleto quase completo,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,MCZ,1664,227,208.5,217.75,18.5,-53.43,-29.66,terrestrial indet.,MCZ1664,BR,RS,Cerrito?,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N21,NA,NA,-,NA,NA,Reptilia,Eusphenodontia,Clevosaurus,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,UFRGS-PV-,1152 T,227,208.5,217.75,18.5,-53.8,-29.8,terrestrial indet.,UFRGS-PV-1152 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N200,NA,NA,cranio parcial,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,MN,"0002 V, 0003 V  0005 V",227,208.5,217.75,18.5,-53.47,-29.65,terrestrial indet.,"MN0002 V, 0003 V  0005 V",BR,RS,"cff Rafael prov�vel material do MNRJ se sao os mesmo do livro tombo, Alemoa",Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N20,NA,NA,-,NA,NA,Reptilia,Eusphenodontia,Clevosaurus,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,UFRGS-PV-,0974 T,227,208.5,217.75,18.5,-51.94,-29.69,terrestrial indet.,UFRGS-PV-0974 T,BR,RS,Linha S?o Luiz,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,genus,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N199,NA,NA,v?rtebra dorsal m?dia,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,ULVG,11221b,227,208.5,217.75,18.5,-53.8,-29.8,terrestrial indet.,ULVG11221b,BR,RS,Buriol,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N198,NA,NA,v?rtebra dorsal m?dia,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,ULVG,11221a,227,208.5,217.75,18.5,-53.8,-29.8,terrestrial indet.,ULVG11221a,BR,RS,Buriol,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N197,NA,NA,esqueleto completo exibido preparado em 1937,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,MCT,000001 R,227,208.5,217.75,18.5,-55.05,-29.62,terrestrial indet.,MCT000001 R,BR,RS,Cerrito,Sanga do Cabral,Ros�rio do Sul,-,Procolophon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N196,NA,NA,Regi?o occipital e parte do cr�nio. ,NA,NA,Reptilia,Prestosuchidae,Prestosuchus,terrestrial,"ground dwelling, solitary",carnivore,Ladinian,NA,Ladinian,MCT,000377 R,242,237,239.5,5,-54.1,-29.78,terrestrial indet.,MCT000377 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N195,NA,NA,-,NA,NA,Reptilia,Eusphenodontia,Clevosaurus,terrestrial,"ground dwelling, solitary",carnivore,Norian,NA,Norian,MCN-PV-,10206,227,208.5,217.75,18.5,-55.05,-29.62,terrestrial indet.,MCN-PV-10206,BR,RS,Sesmaria do Pinhal 1,Sanga do Cabral,Ros�rio do Sul,-,Procolophon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N194,NA,NA,varios ossos para preparar,NA,NA,Reptilia,Pareiasauridae,Provelosaurus,terrestrial,"ground dwelling, solitary",herbivore,Wordian,NA,Wordian,ULVG-,8675,266.9,264.3,265.6,2.6,-53.43,-29.66,terrestrial indet.,ULVG-8675,BR,RS,Acegu�,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N193,NA,NA,fragmentos cranianos + ossos disversos,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,ULVG,12258,227,208.5,217.75,18.5,-55.05,-29.62,terrestrial indet.,ULVG12258,BR,RS,Cerrito,Sanga do Cabral,Ros�rio do Sul,-,Procolophon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N192,NA,NA,dent�rio,NA,NA,Reptilia,Procolophonidae,Procolophon,terrestrial,"ground dwelling, solitary","insectivore, herbivore",Olenekian,NA,Olenekian,MCN-PV-,1888,251.2,247.2,249.2,4,-53.79,-29.7,terrestrial indet.,MCN-PV-1888,BR,RS,Rinc?o dos Weiss,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N191,NA,NA,maxila esquerda e fragmento do cr�nio,NA,NA,Reptilia,Rhynchosauridae,Hyperodapedon,terrestrial,"ground dwelling, solitary",herbivore,Norian,NA,Norian,MCT,MCT/s_n? 110,227,208.5,217.75,18.5,-55.05,-29.62,terrestrial indet.,MCTMCT/s_n? 110,BR,RS,Cerrito,Sanga do Cabral,Ros�rio do Sul,-,Procolophon,genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
